"Date Printed: Sunday, April 16, 2023 10:46:30 PM"
Title: "AIDS classifications | AIDS deaths | AIDS prevalence | HIV deaths | HIV diagnoses | HIV prevalence | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Death data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Death data based on residence at death. See Technical Notes for death reporting by jurisdiction.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



指标 ,年 ,地理 ,案例 ,每 100000 人的比率 
"HIV diagnoses","2019","Rhode Island","44","71","7.8"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Rhode Island","44","53","5.8"
"HIV prevalence","2008","Rhode Island","44","1,888","211.3"
"HIV prevalence","2009","Rhode Island","44","1,968","220.0"
"HIV prevalence","2010","Rhode Island","44","2,095","233.2"
"HIV prevalence","2011","Rhode Island","44","2,122","235.8"
"HIV prevalence","2012","Rhode Island","44","2,178","241.3"
"HIV prevalence","2013","Rhode Island","44","2,216","244.8"
"HIV prevalence","2014","Rhode Island","44","2,311","254.6"
"HIV prevalence","2015","Rhode Island","44","2,330","256.3"
"HIV prevalence","2016","Rhode Island","44","2,408","264.4"
"HIV prevalence","2017","Rhode Island","44","2,543","279.1"
"HIV prevalence","2018","Rhode Island","44","2,592","283.5"
"HIV prevalence","2019","Rhode Island","44","2,659","290.7"
"HIV prevalence","2020 (COVID-19 Pandemic)","Rhode Island","44","2,672","292.0"
"AIDS classifications","2008","South Carolina","45","651","17.4"
"AIDS classifications","2009","South Carolina","45","603","15.9"
"AIDS classifications","2010","South Carolina","45","573","14.9"
"AIDS classifications","2011","South Carolina","45","577","14.8"
"AIDS classifications","2012","South Carolina","45","492","12.5"
"AIDS classifications","2013","South Carolina","45","469","11.8"
"AIDS classifications","2014","South Carolina","45","365","9.0"
"AIDS classifications","2015","South Carolina","45","381","9.3"
"AIDS classifications","2016","South Carolina","45","366","8.8"
"AIDS classifications","2017","South Carolina","45","404","9.5"
"AIDS classifications","2018","South Carolina","45","370","8.6"
"AIDS classifications","2019","South Carolina","45","320","7.3"
"AIDS classifications","2020 (COVID-19 Pandemic)","South Carolina","45","319","7.2"
"HIV diagnoses","2008","South Carolina","45","702","18.8"
"HIV diagnoses","2009","South Carolina","45","749","19.8"
"HIV diagnoses","2010","South Carolina","45","760","19.7"
"HIV diagnoses","2011","South Carolina","45","737","18.9"
"HIV diagnoses","2012","South Carolina","45","692","17.6"
"HIV diagnoses","2013","South Carolina","45","702","17.6"
"HIV diagnoses","2014","South Carolina","45","756","18.7"
"HIV diagnoses","2015","South Carolina","45","672","16.3"
"HIV diagnoses","2016","South Carolina","45","744","17.8"
"HIV diagnoses","2017","South Carolina","45","708","16.7"
"HIV diagnoses","2018","South Carolina","45","725","16.9"
"HIV diagnoses","2019","South Carolina","45","722","16.6"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Carolina","45","655","14.8"
"AIDS deaths","2008","South Carolina^","45","327","8.8"
"AIDS deaths","2009","South Carolina^","45","318","8.4"
"AIDS deaths","2010","South Carolina^","45","287","7.4"
"AIDS deaths","2011","South Carolina^","45","280","7.2"
"AIDS deaths","2012","South Carolina^","45","260","6.6"
"AIDS deaths","2013","South Carolina^","45","254","6.4"
"AIDS deaths","2014","South Carolina^","45","272","6.7"
"AIDS deaths","2015","South Carolina^","45","237","5.8"
"AIDS deaths","2016","South Carolina^","45","278","6.7"
"AIDS deaths","2017","South Carolina^","45","263","6.2"
"AIDS deaths","2018","South Carolina^","45","240","5.6"
"AIDS deaths","2019","South Carolina^","45","232","5.3"
"AIDS deaths","2020 (COVID-19 Pandemic)","South Carolina^","45","189","4.3"
"AIDS prevalence","2008","South Carolina^","45","6,982","187.1"
"AIDS prevalence","2009","South Carolina^","45","7,269","192.3"
"AIDS prevalence","2010","South Carolina^","45","7,734","200.5"
"AIDS prevalence","2011","South Carolina^","45","9,679","248.5"
"AIDS prevalence","2012","South Carolina^","45","8,669","220.0"
"AIDS prevalence","2013","South Carolina^","45","8,574","214.8"
"AIDS prevalence","2014","South Carolina^","45","8,500","209.9"
"AIDS prevalence","2015","South Carolina^","45","8,588","208.8"
"AIDS prevalence","2016","South Carolina^","45","8,680","207.9"
"AIDS prevalence","2017","South Carolina^","45","8,851","209.0"
"AIDS prevalence","2018","South Carolina^","45","8,982","209.1"
"AIDS prevalence","2019","South Carolina^","45","9,146","209.8"
"AIDS prevalence","2020 (COVID-19 Pandemic)","South Carolina^","45","9,281","209.8"
"HIV deaths","2008","South Carolina^","45","374","10.0"
"HIV deaths","2009","South Carolina^","45","368","9.7"
"HIV deaths","2010","South Carolina^","45","334","8.7"
"HIV deaths","2011","South Carolina^","45","323","8.3"
"HIV deaths","2012","South Carolina^","45","311","7.9"
"HIV deaths","2013","South Carolina^","45","320","8.0"
"HIV deaths","2014","South Carolina^","45","328","8.1"
"HIV deaths","2015","South Carolina^","45","295","7.2"
"HIV deaths","2016","South Carolina^","45","342","8.2"
"HIV deaths","2017","South Carolina^","45","338","8.0"
"HIV deaths","2018","South Carolina^","45","316","7.4"
"HIV deaths","2019","South Carolina^","45","314","7.2"
"HIV deaths","2020 (COVID-19 Pandemic)","South Carolina^","45","234","5.3"
"HIV prevalence","2008","South Carolina^","45","13,030","349.1"
"HIV prevalence","2009","South Carolina^","45","13,410","354.7"
"HIV prevalence","2010","South Carolina^","45","13,594","352.4"
"HIV prevalence","2011","South Carolina^","45","16,448","422.3"
"HIV prevalence","2012","South Carolina^","45","15,056","382.1"
"HIV prevalence","2013","South Carolina^","45","14,986","375.5"
"HIV prevalence","2014","South Carolina^","45","15,249","376.6"
"HIV prevalence","2015","South Carolina^","45","15,572","378.6"
"HIV prevalence","2016","South Carolina^","45","15,968","382.5"
"HIV prevalence","2017","South Carolina^","45","16,411","387.5"
"HIV prevalence","2018","South Carolina^","45","16,878","392.8"
"HIV prevalence","2019","South Carolina^","45","17,441","400.0"
"HIV prevalence","2020 (COVID-19 Pandemic)","South Carolina^","45","17,914","405.0"
"AIDS classifications","2008","South Dakota","46","10","1.5"
"AIDS classifications","2009","South Dakota","46","14","2.1"
"AIDS classifications","2010","South Dakota","46","14","2.1"
"AIDS classifications","2011","South Dakota","46","20","3.0"
"AIDS classifications","2012","South Dakota","46","12","1.8"
"AIDS classifications","2013","South Dakota","46","23","3.3"
"AIDS classifications","2014","South Dakota","46","12","1.7"
"AIDS classifications","2015","South Dakota","46","21","3.0"
"AIDS classifications","2016","South Dakota","46","23","3.3"
"AIDS classifications","2017","South Dakota","46","15","2.1"
"AIDS classifications","2018","South Dakota","46","11","1.5"
"AIDS classifications","2019","South Dakota","46","18","2.5"
"AIDS classifications","2020 (COVID-19 Pandemic)","South Dakota","46","8","1.1"
"AIDS deaths","2008","South Dakota","46","8","1.2"
"AIDS deaths","2009","South Dakota","46","10","1.5"
"AIDS deaths","2010","South Dakota","46","6","0.9"
"AIDS deaths","2011","South Dakota","46","5","0.7"
"AIDS deaths","2012","South Dakota","46","7","1.0"
"AIDS deaths","2013","South Dakota","46","5","0.7"
"AIDS deaths","2014","South Dakota","46","7","1.0"
"AIDS deaths","2015","South Dakota","46","6","0.9"
"AIDS deaths","2016","South Dakota","46","6","0.9"
"AIDS deaths","2017","South Dakota","46","3","0.4"
"AIDS deaths","2018","South Dakota","46","11","1.5"
"AIDS deaths","2019","South Dakota","46","8","1.1"
"AIDS deaths","2020 (COVID-19 Pandemic)","South Dakota","46","3","0.4"
"AIDS prevalence","2008","South Dakota","46","146","22.1"
"AIDS prevalence","2009","South Dakota","46","154","23.1"
"AIDS prevalence","2010","South Dakota","46","155","23.2"
"AIDS prevalence","2011","South Dakota","46","174","25.8"
"AIDS prevalence","2012","South Dakota","46","190","27.8"
"AIDS prevalence","2013","South Dakota","46","206","29.9"
"AIDS prevalence","2014","South Dakota","46","232","33.4"
"AIDS prevalence","2015","South Dakota","46","244","34.9"
"AIDS prevalence","2016","South Dakota","46","251","35.6"
"AIDS prevalence","2017","South Dakota","46","264","37.0"
"AIDS prevalence","2018","South Dakota","46","279","38.7"
"AIDS prevalence","2019","South Dakota","46","297","40.8"
"AIDS prevalence","2020 (COVID-19 Pandemic)","South Dakota","46","304","41.4"
"HIV deaths","2008","South Dakota","46","10","1.5"
"HIV deaths","2009","South Dakota","46","13","1.9"
"HIV deaths","2010","South Dakota","46","12","1.8"
"HIV deaths","2011","South Dakota","46","7","1.0"
"HIV deaths","2012","South Dakota","46","10","1.5"
"HIV deaths","2013","South Dakota","46","9","1.3"
"HIV deaths","2014","South Dakota","46","10","1.4"
"HIV deaths","2015","South Dakota","46","7","1.0"
"HIV deaths","2016","South Dakota","46","11","1.6"
"HIV deaths","2017","South Dakota","46","9","1.3"
"HIV deaths","2018","South Dakota","46","13","1.8"
"HIV deaths","2019","South Dakota","46","11","1.5"
"HIV deaths","2020 (COVID-19 Pandemic)","South Dakota","46","5","0.7"
"HIV diagnoses","2008","South Dakota","46","28","4.2"
"HIV diagnoses","2009","South Dakota","46","24","3.6"
"HIV diagnoses","2010","South Dakota","46","32","4.8"
"HIV diagnoses","2011","South Dakota","46","19","2.8"
"HIV diagnoses","2012","South Dakota","46","25","3.7"
"HIV diagnoses","2013","South Dakota","46","33","4.8"
"HIV diagnoses","2014","South Dakota","46","29","4.2"
"HIV diagnoses","2015","South Dakota","46","24","3.4"
"HIV diagnoses","2016","South Dakota","46","42","6.0"
"HIV diagnoses","2017","South Dakota","46","41","5.7"
"HIV diagnoses","2018","South Dakota","46","29","4.0"
"HIV diagnoses","2019","South Dakota","46","33","4.5"
"HIV diagnoses","2020 (COVID-19 Pandemic)","South Dakota","46","34","4.6"
"HIV prevalence","2008","South Dakota","46","362","54.7"
"HIV prevalence","2009","South Dakota","46","379","56.7"
"HIV prevalence","2010","South Dakota","46","363","54.3"
"HIV prevalence","2011","South Dakota","46","386","57.3"
"HIV prevalence","2012","South Dakota","46","414","60.6"
"HIV prevalence","2013","South Dakota","46","453","65.7"
"HIV prevalence","2014","South Dakota","46","497","71.5"
"HIV prevalence","2015","South Dakota","46","521","74.6"
"HIV prevalence","2016","South Dakota","46","536","75.9"
"HIV prevalence","2017","South Dakota","46","574","80.3"
"HIV prevalence","2018","South Dakota","46","611","84.9"
"HIV prevalence","2019","South Dakota","46","649","89.2"
"HIV prevalence","2020 (COVID-19 Pandemic)","South Dakota","46","693","94.4"
"AIDS classifications","2008","Tennessee","47","541","10.5"
"AIDS classifications","2009","Tennessee","47","574","11.0"
"AIDS classifications","2010","Tennessee","47","634","12.0"
"AIDS classifications","2011","Tennessee","47","520","9.8"
"AIDS classifications","2012","Tennessee","47","514","9.5"
"AIDS classifications","2013","Tennessee","47","609","11.2"
"AIDS classifications","2014","Tennessee","47","344","6.3"
"AIDS classifications","2015","Tennessee","47","343","6.2"
"AIDS classifications","2016","Tennessee","47","304","5.5"
"AIDS classifications","2017","Tennessee","47","320","5.7"
"AIDS classifications","2018","Tennessee","47","379","6.7"
"AIDS classifications","2019","Tennessee","47","340","5.9"
"AIDS classifications","2020 (COVID-19 Pandemic)","Tennessee","47","320","5.5"
"AIDS deaths","2008","Tennessee","47","331","6.4"
"AIDS deaths","2009","Tennessee","47","323","6.2"
"AIDS deaths","2010","Tennessee","47","289","5.5"
"AIDS deaths","2011","Tennessee","47","241","4.5"
"AIDS deaths","2012","Tennessee","47","258","4.8"
"AIDS deaths","2013","Tennessee","47","252","4.6"
"AIDS deaths","2014","Tennessee","47","259","4.7"
"AIDS deaths","2015","Tennessee","47","252","4.6"
"AIDS deaths","2016","Tennessee","47","245","4.4"
"AIDS deaths","2017","Tennessee","47","259","4.6"
"AIDS deaths","2018","Tennessee","47","275","4.8"
"AIDS deaths","2019","Tennessee","47","246","4.3"
"AIDS deaths","2020 (COVID-19 Pandemic)","Tennessee","47","299","5.1"
"AIDS prevalence","2008","Tennessee","47","6,397","123.7"
"AIDS prevalence","2009","Tennessee","47","6,676","127.9"
"AIDS prevalence","2010","Tennessee","47","7,226","136.8"
"AIDS prevalence","2011","Tennessee","47","7,472","140.2"
"AIDS prevalence","2012","Tennessee","47","7,792","144.7"
"AIDS prevalence","2013","Tennessee","47","8,086","149.0"
"AIDS prevalence","2014","Tennessee","47","8,097","147.9"
"AIDS prevalence","2015","Tennessee","47","8,199","148.5"
"AIDS prevalence","2016","Tennessee","47","8,110","145.5"
"AIDS prevalence","2017","Tennessee","47","8,235","146.1"
"AIDS prevalence","2018","Tennessee","47","8,480","148.9"
"AIDS prevalence","2019","Tennessee","47","8,549","148.7"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Tennessee","47","8,738","150.5"
"HIV deaths","2008","Tennessee","47","414","8.0"
"HIV deaths","2009","Tennessee","47","419","8.0"
"HIV deaths","2010","Tennessee","47","365","6.9"
"HIV deaths","2011","Tennessee","47","321","6.0"
"HIV deaths","2012","Tennessee","47","340","6.3"
"HIV deaths","2013","Tennessee","47","329","6.1"
"HIV deaths","2014","Tennessee","47","330","6.0"
"HIV deaths","2015","Tennessee","47","339","6.1"
"HIV deaths","2016","Tennessee","47","330","5.9"
"HIV deaths","2017","Tennessee","47","334","5.9"
"HIV deaths","2018","Tennessee","47","359","6.3"
"HIV deaths","2019","Tennessee","47","314","5.5"
"HIV deaths","2020 (COVID-19 Pandemic)","Tennessee","47","423","7.3"
"HIV diagnoses","2008","Tennessee","47","998","19.3"
"HIV diagnoses","2009","Tennessee","47","927","17.8"
"HIV diagnoses","2010","Tennessee","47","849","16.1"
"HIV diagnoses","2011","Tennessee","47","839","15.7"
"HIV diagnoses","2012","Tennessee","47","850","15.8"
"HIV diagnoses","2013","Tennessee","47","767","14.1"
"HIV diagnoses","2014","Tennessee","47","756","13.8"
"HIV diagnoses","2015","Tennessee","47","738","13.4"
"HIV diagnoses","2016","Tennessee","47","712","12.8"
"HIV diagnoses","2017","Tennessee","47","721","12.8"
"HIV diagnoses","2018","Tennessee","47","742","13.0"
"HIV diagnoses","2019","Tennessee","47","773","13.4"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Tennessee","47","647","11.1"
"HIV prevalence","2008","Tennessee","47","13,206","255.4"
"HIV prevalence","2009","Tennessee","47","13,738","263.2"
"HIV prevalence","2010","Tennessee","47","14,355","271.7"
"HIV prevalence","2011","Tennessee","47","14,823","278.1"
"HIV prevalence","2012","Tennessee","47","15,428","286.6"
"HIV prevalence","2013","Tennessee","47","15,724","289.7"
"HIV prevalence","2014","Tennessee","47","15,765","288.0"
"HIV prevalence","2015","Tennessee","47","16,231","293.9"
"HIV prevalence","2016","Tennessee","47","16,129","289.3"
"HIV prevalence","2017","Tennessee","47","16,587","294.3"
"HIV prevalence","2018","Tennessee","47","17,199","302.0"
"HIV prevalence","2019","Tennessee","47","17,628","306.6"
"HIV prevalence","2020 (COVID-19 Pandemic)","Tennessee","47","18,207","313.5"
"AIDS classifications","2008","Texas","48","2,757","14.3"
"AIDS classifications","2009","Texas","48","2,857","14.5"
"AIDS classifications","2010","Texas","48","2,809","13.9"
"AIDS classifications","2011","Texas","48","2,607","12.7"
"AIDS classifications","2012","Texas","48","2,556","12.2"
"AIDS classifications","2013","Texas","48","2,473","11.6"
"AIDS classifications","2014","Texas","48","2,077","9.5"
"AIDS classifications","2015","Texas","48","2,048","9.2"
"AIDS classifications","2016","Texas","48","2,077","9.2"
"AIDS classifications","2017","Texas","48","1,929","8.4"
"AIDS classifications","2018","Texas","48","1,887","8.1"
"AIDS classifications","2019","Texas","48","1,910","8.1"
"AIDS classifications","2020 (COVID-19 Pandemic)","Texas","48","1,590","6.6"
"AIDS deaths","2008","Texas","48","1,197","6.2"
"AIDS deaths","2009","Texas","48","1,261","6.4"
"AIDS deaths","2010","Texas","48","1,152","5.7"
"AIDS deaths","2011","Texas","48","1,092","5.3"
"AIDS deaths","2012","Texas","48","1,099","5.2"
"AIDS deaths","2013","Texas","48","1,044","4.9"
"AIDS deaths","2014","Texas","48","1,113","5.1"
"AIDS deaths","2015","Texas","48","1,085","4.9"
"AIDS deaths","2016","Texas","48","1,095","4.8"
"AIDS deaths","2017","Texas","48","1,147","5.0"
"AIDS deaths","2018","Texas","48","1,109","4.8"
"AIDS deaths","2019","Texas","48","1,142","4.8"
"AIDS deaths","2020 (COVID-19 Pandemic)","Texas","48","1,181","4.9"
"AIDS prevalence","2008","Texas","48","33,125","171.6"
"AIDS prevalence","2009","Texas","48","34,716","176.5"
"AIDS prevalence","2010","Texas","48","36,260","179.2"
"AIDS prevalence","2011","Texas","48","37,894","184.0"
"AIDS prevalence","2012","Texas","48","39,521","188.3"
"AIDS prevalence","2013","Texas","48","40,960","191.8"
"AIDS prevalence","2014","Texas","48","42,113","193.3"
"AIDS prevalence","2015","Texas","48","43,087","193.9"
"AIDS prevalence","2016","Texas","48","43,780","193.5"
"AIDS prevalence","2017","Texas","48","44,688","194.5"
"AIDS prevalence","2018","Texas","48","45,617","195.7"
"AIDS prevalence","2019","Texas","48","46,452","196.3"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Texas","48","46,976","195.4"
"HIV deaths","2008","Texas","48","1,418","7.3"
"HIV deaths","2009","Texas","48","1,498","7.6"
"HIV deaths","2010","Texas","48","1,355","6.7"
"HIV deaths","2011","Texas","48","1,284","6.2"
"HIV deaths","2012","Texas","48","1,304","6.2"
"HIV deaths","2013","Texas","48","1,218","5.7"
"HIV deaths","2014","Texas","48","1,341","6.2"
"HIV deaths","2015","Texas","48","1,312","5.9"
"HIV deaths","2016","Texas","48","1,359","6.0"
"HIV deaths","2017","Texas","48","1,414","6.2"
"HIV deaths","2018","Texas","48","1,379","5.9"
"HIV deaths","2019","Texas","48","1,467","6.2"
"HIV deaths","2020 (COVID-19 Pandemic)","Texas","48","1,540","6.4"
"HIV diagnoses","2008","Texas","48","4,165","21.6"
"HIV diagnoses","2009","Texas","48","4,353","22.1"
"HIV diagnoses","2010","Texas","48","4,445","22.0"
"HIV diagnoses","2011","Texas","48","4,263","20.7"
"HIV diagnoses","2012","Texas","48","4,321","20.6"
"HIV diagnoses","2013","Texas","48","4,332","20.3"
"HIV diagnoses","2014","Texas","48","4,427","20.3"
"HIV diagnoses","2015","Texas","48","4,524","20.4"
"HIV diagnoses","2016","Texas","48","4,532","20.0"
"HIV diagnoses","2017","Texas","48","4,356","19.0"
"HIV diagnoses","2018","Texas","48","4,425","19.0"
"HIV diagnoses","2019","Texas","48","4,342","18.3"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Texas","48","3,548","14.8"
"HIV prevalence","2008","Texas","48","57,928","300.0"
"HIV prevalence","2009","Texas","48","60,835","309.4"
"HIV prevalence","2010","Texas","48","65,006","321.2"
"HIV prevalence","2011","Texas","48","68,219","331.3"
"HIV prevalence","2012","Texas","48","71,462","340.4"
"HIV prevalence","2013","Texas","48","74,774","350.1"
"HIV prevalence","2014","Texas","48","78,308","359.4"
"HIV prevalence","2015","Texas","48","81,700","367.6"
"HIV prevalence","2016","Texas","48","84,615","374.1"
"HIV prevalence","2017","Texas","48","87,997","383.0"
"HIV prevalence","2018","Texas","48","91,507","392.6"
"HIV prevalence","2019","Texas","48","94,876","400.9"
"HIV prevalence","2020 (COVID-19 Pandemic)","Texas","48","97,416","405.3"
"AIDS classifications","2008","Utah","49","72","3.5"
"AIDS classifications","2009","Utah","49","66","3.1"
"AIDS classifications","2010","Utah","49","58","2.7"
"AIDS classifications","2011","Utah","49","66","3.1"
"AIDS classifications","2012","Utah","49","85","3.9"
"AIDS classifications","2013","Utah","49","52","2.3"
"AIDS classifications","2014","Utah","49","48","2.1"
"AIDS classifications","2015","Utah","49","51","2.2"
"AIDS classifications","2016","Utah","49","47","2.0"
"AIDS classifications","2017","Utah","49","39","1.6"
"AIDS classifications","2018","Utah","49","42","1.7"
"AIDS classifications","2019","Utah","49","47","1.9"
"AIDS classifications","2020 (COVID-19 Pandemic)","Utah","49","44","1.7"
"AIDS deaths","2008","Utah","49","32","1.5"
"AIDS deaths","2009","Utah","49","27","1.3"
"AIDS deaths","2010","Utah","49","22","1.0"
"AIDS deaths","2011","Utah","49","14","0.6"
"AIDS deaths","2012","Utah","49","25","1.1"
"AIDS deaths","2013","Utah","49","32","1.4"
"AIDS deaths","2014","Utah","49","17","0.7"
"AIDS deaths","2015","Utah","49","27","1.2"
"AIDS deaths","2016","Utah","49","39","1.6"
"AIDS deaths","2017","Utah","49","19","0.8"
"AIDS deaths","2018","Utah","49","36","1.4"
"AIDS deaths","2019","Utah","49","31","1.2"
"AIDS deaths","2020 (COVID-19 Pandemic)","Utah","49","22","0.8"
"AIDS prevalence","2008","Utah","49","1,179","56.5"
"AIDS prevalence","2009","Utah","49","1,214","57.1"
"AIDS prevalence","2010","Utah","49","1,192","56.2"
"AIDS prevalence","2011","Utah","49","1,235","57.3"
"AIDS prevalence","2012","Utah","49","1,279","58.4"
"AIDS prevalence","2013","Utah","49","1,365","61.1"
"AIDS prevalence","2014","Utah","49","1,384","60.9"
"AIDS prevalence","2015","Utah","49","1,403","60.6"
"AIDS prevalence","2016","Utah","49","1,405","59.2"
"AIDS prevalence","2017","Utah","49","1,384","57.0"
"AIDS prevalence","2018","Utah","49","1,435","57.8"
"AIDS prevalence","2019","Utah","49","1,460","57.6"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Utah","49","1,508","58.2"
"HIV deaths","2008","Utah","49","41","2.0"
"HIV deaths","2009","Utah","49","31","1.5"
"HIV deaths","2010","Utah","49","25","1.2"
"HIV deaths","2011","Utah","49","22","1.0"
"HIV deaths","2012","Utah","49","26","1.2"
"HIV deaths","2013","Utah","49","44","2.0"
"HIV deaths","2014","Utah","49","22","1.0"
"HIV deaths","2015","Utah","49","31","1.3"
"HIV deaths","2016","Utah","49","50","2.1"
"HIV deaths","2017","Utah","49","22","0.9"
"HIV deaths","2018","Utah","49","46","1.9"
"HIV deaths","2019","Utah","49","37","1.5"
"HIV deaths","2020 (COVID-19 Pandemic)","Utah","49","29","1.1"
"HIV diagnoses","2008","Utah","49","132","6.3"
"HIV diagnoses","2009","Utah","49","122","5.7"
"HIV diagnoses","2010","Utah","49","83","3.9"
"HIV diagnoses","2011","Utah","49","107","5.0"
"HIV diagnoses","2012","Utah","49","121","5.5"
"HIV diagnoses","2013","Utah","49","109","4.9"
"HIV diagnoses","2014","Utah","49","113","5.0"
"HIV diagnoses","2015","Utah","49","123","5.3"
"HIV diagnoses","2016","Utah","49","139","5.9"
"HIV diagnoses","2017","Utah","49","113","4.7"
"HIV diagnoses","2018","Utah","49","120","4.8"
"HIV diagnoses","2019","Utah","49","135","5.3"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Utah","49","131","5.1"
"HIV prevalence","2008","Utah","49","2,124","101.8"
"HIV prevalence","2009","Utah","49","2,214","104.1"
"HIV prevalence","2010","Utah","49","2,106","99.4"
"HIV prevalence","2011","Utah","49","2,209","102.5"
"HIV prevalence","2012","Utah","49","2,279","104.0"
"HIV prevalence","2013","Utah","49","2,461","110.2"
"HIV prevalence","2014","Utah","49","2,540","111.8"
"HIV prevalence","2015","Utah","49","2,625","113.4"
"HIV prevalence","2016","Utah","49","2,697","113.7"
"HIV prevalence","2017","Utah","49","2,749","113.1"
"HIV prevalence","2018","Utah","49","2,933","118.1"
"HIV prevalence","2019","Utah","49","3,088","121.7"
"HIV prevalence","2020 (COVID-19 Pandemic)","Utah","49","3,265","126.1"
"AIDS classifications","2008","Vermont","50","12","2.2"
"AIDS classifications","2009","Vermont","50","8","1.5"
"AIDS classifications","2010","Vermont","50","8","1.5"
"AIDS classifications","2011","Vermont","50","7","1.3"
"AIDS classifications","2012","Vermont","50","4","0.7"
"AIDS classifications","2013","Vermont","50","7","1.3"
"AIDS classifications","2014","Vermont","50","8","1.5"
"AIDS classifications","2015","Vermont","50","13","2.4"
"AIDS classifications","2016","Vermont","50","7","1.3"
"AIDS classifications","2017","Vermont","50","13","2.4"
"AIDS classifications","2018","Vermont","50","10","1.8"
"AIDS classifications","2019","Vermont","50","3","0.6"
"AIDS classifications","2020 (COVID-19 Pandemic)","Vermont","50","6","1.1"
"AIDS deaths","2008","Vermont","50","5","0.9"
"AIDS deaths","2009","Vermont","50","4","0.7"
"AIDS deaths","2010","Vermont","50","13","2.4"
"AIDS deaths","2011","Vermont","50","6","1.1"
"AIDS deaths","2012","Vermont","50","3","0.6"
"AIDS deaths","2013","Vermont","50","7","1.3"
"AIDS deaths","2014","Vermont","50","3","0.6"
"AIDS deaths","2015","Vermont","50","3","0.6"
"AIDS deaths","2016","Vermont","50","11","2.0"
"AIDS deaths","2017","Vermont","50","5","0.9"
"AIDS deaths","2018","Vermont","50","8","1.5"
"AIDS deaths","2019","Vermont","50","8","1.5"
"AIDS deaths","2020 (COVID-19 Pandemic)","Vermont","50","8","1.5"
"AIDS prevalence","2008","Vermont","50","233","43.6"
"AIDS prevalence","2009","Vermont","50","236","44.1"
"AIDS prevalence","2010","Vermont","50","255","47.5"
"AIDS prevalence","2011","Vermont","50","272","50.4"
"AIDS prevalence","2012","Vermont","50","299","55.4"
"AIDS prevalence","2013","Vermont","50","314","58.0"
"AIDS prevalence","2014","Vermont","50","333","61.5"
"AIDS prevalence","2015","Vermont","50","345","63.6"
"AIDS prevalence","2016","Vermont","50","349","64.4"
"AIDS prevalence","2017","Vermont","50","365","67.2"
"AIDS prevalence","2018","Vermont","50","375","69.0"
"AIDS prevalence","2019","Vermont","50","370","68.0"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Vermont","50","375","68.9"
"HIV deaths","2008","Vermont","50","6","1.1"
"HIV deaths","2009","Vermont","50","8","1.5"
"HIV deaths","2010","Vermont","50","14","2.6"
"HIV deaths","2011","Vermont","50","6","1.1"
"HIV deaths","2012","Vermont","50","6","1.1"
"HIV deaths","2013","Vermont","50","8","1.5"
"HIV deaths","2014","Vermont","50","3","0.6"
"HIV deaths","2015","Vermont","50","5","0.9"
"HIV deaths","2016","Vermont","50","11","2.0"
"HIV deaths","2017","Vermont","50","12","2.2"
"HIV deaths","2018","Vermont","50","11","2.0"
"HIV deaths","2019","Vermont","50","10","1.8"
"HIV deaths","2020 (COVID-19 Pandemic)","Vermont","50","11","2.0"
"HIV diagnoses","2008","Vermont","50","18","3.4"
"HIV diagnoses","2009","Vermont","50","17","3.2"
"HIV diagnoses","2010","Vermont","50","20","3.7"
"HIV diagnoses","2011","Vermont","50","13","2.4"
